wavelength,beta_logreg,beta_svm,abs_beta_logreg,abs_beta_svm
914.0,0.07194539432066381,0.029257282137745196,0.07194539432066381,0.029257282137745196
916.0,0.0709942695103505,0.02892170370959796,0.0709942695103505,0.02892170370959796
918.0,0.06860885035515002,0.027961621043057414,0.06860885035515002,0.027961621043057414
920.0,0.0660387583335462,0.026906824731920492,0.0660387583335462,0.026906824731920492
922.0,0.06458436312182154,0.026310842443524735,0.06458436312182154,0.026310842443524735
924.0,0.06523061160409473,0.026596584674269067,0.06523061160409473,0.026596584674269067
926.0,0.06839065561455818,0.027947273089491808,0.06839065561455818,0.027947273089491808
928.0,0.07381948503794958,0.030267649073418165,0.07381948503794958,0.030267649073418165
930.0,0.0807182558583698,0.03322484131332726,0.0807182558583698,0.03322484131332726
932.0,0.08800678049509593,0.036361074479840064,0.08800678049509593,0.036361074479840064
934.0,0.09462977797059373,0.039223375849353044,0.09462977797059373,0.039223375849353044
936.0,0.09971335196742236,0.04143200136958891,0.09971335196742236,0.04143200136958891
938.0,0.10255250643313968,0.04267785575886553,0.10255250643313968,0.04267785575886553
940.0,0.10256957922797308,0.04270672385033507,0.10256957922797308,0.04270672385033507
942.0,0.09940665792572825,0.04135987261488784,0.09940665792572825,0.04135987261488784
944.0,0.09318777930599384,0.038686467941245244,0.09318777930599384,0.038686467941245244
946.0,0.08476717530660133,0.035050020353740934,0.08476717530660133,0.035050020353740934
948.0,0.07566510466813961,0.031101283812881783,0.07566510466813961,0.031101283812881783
950.0,0.06764097276750536,0.02759663436925613,0.06764097276750536,0.02759663436925613
952.0,0.06219256648631668,0.02518489738097813,0.06219256648631668,0.02518489738097813
954.0,0.06024734889523135,0.024275853972072506,0.06024734889523135,0.024275853972072506
956.0,0.06205205046062739,0.024991180787670122,0.06205205046062739,0.024991180787670122
958.0,0.06717123772919194,0.027158489599117628,0.06717123772919194,0.027158489599117628
960.0,0.07465581312245138,0.030376321906963766,0.07465581312245138,0.030376321906963766
962.0,0.08337362073967786,0.03415236873963582,0.08337362073967786,0.03415236873963582
964.0,0.09231288803720547,0.03803692459333571,0.09231288803720547,0.03803692459333571
966.0,0.1006602315070345,0.041662997601015044,0.1006602315070345,0.041662997601015044
968.0,0.10767893551324614,0.04469931477565412,0.10767893551324614,0.04469931477565412
970.0,0.11256318344989809,0.046790220448667416,0.11256318344989809,0.046790220448667416
972.0,0.11449104030253132,0.0475793520023779,0.11449104030253132,0.0475793520023779
974.0,0.11297959539212653,0.04686174166806129,0.11297959539212653,0.04686174166806129
976.0,0.10838729091452724,0.04479740764723481,0.10838729091452724,0.04479740764723481
978.0,0.10205851818402861,0.041969873948671556,0.10205851818402861,0.041969873948671556
980.0,0.09586119377728154,0.039186190442880464,0.09586119377728154,0.039186190442880464
982.0,0.09149326571284143,0.03718096967635713,0.09149326571284143,0.03718096967635713
